T1,T2,T3,FAR,FRR,EER
1.500,0.100,158,9.80,55.78,32.79
1.500,0.110,171,15.53,50.67,33.10
1.500,0.120,203,11.36,56.67,34.01
1.600,0.010,5,3.07,55.33,29.20
1.600,0.020,10,9.36,46.00,27.68
1.600,0.030,18,11.49,43.56,27.52
1.600,0.040,24,20.67,36.22,28.44
1.600,0.050,40,19.22,39.11,29.17
1.600,0.060,63,13.96,44.22,29.09
1.600,0.070,83,14.27,45.56,29.91
1.600,0.080,104,15.76,46.67,31.21
1.600,0.090,118,22.51,41.56,32.03
1.600,0.100,161,10.98,56.22,33.60
1.600,0.110,161,26.40,41.56,33.98
1.600,0.120,190,22.44,47.11,34.78
1.700,0.010,5,3.20,55.33,29.27
1.700,0.020,10,9.82,45.56,27.69
1.700,0.030,18,12.53,43.11,27.82
1.700,0.040,32,10.49,46.67,28.58
1.700,0.050,44,16.22,43.33,29.78
1.700,0.060,70,10.18,49.56,29.87
1.700,0.070,83,16.80,44.67,30.73
1.700,0.080,107,16.38,47.11,31.74
1.700,0.090,118,26.27,39.11,32.69
1.700,0.100,163,12.58,55.11,33.84
1.700,0.110,172,22.02,46.22,34.12
1.700,0.120,200,19.53,50.67,35.10
1.800,0.010,5,3.31,55.33,29.32
1.800,0.020,11,8.76,46.67,27.71
1.800,0.030,19,11.51,43.78,27.64
1.800,0.040,32,11.64,45.56,28.60
1.800,0.050,44,18.11,41.56,29.83
1.800,0.060,70,11.76,47.78,29.77
1.800,0.070,91,12.60,49.33,30.97
1.800,0.080,114,14.27,48.67,31.47
1.800,0.090,140,13.60,52.00,32.80
1.800,0.100,165,13.76,53.11,33.43
1.800,0.110,191,13.93,54.67,34.30
1.800,0.120,204,20.62,49.33,34.98
1.900,0.010,5,3.38,55.33,29.36
1.900,0.020,11,9.16,46.44,27.80
1.900,0.030,18,14.40,41.56,27.98
1.900,0.040,33,11.62,46.22,28.92
1.900,0.050,54,9.42,50.00,29.71
1.900,0.060,75,10.18,50.00,30.09
1.900,0.070,102,8.42,54.00,31.21
1.900,0.080,111,18.96,45.11,32.03
1.900,0.090,152,9.62,56.22,32.92
1.900,0.100,177,10.27,56.89,33.58
1.900,0.110,194,14.76,53.78,34.27
1.900,0.120,222,13.40,56.67,35.03
