T1,T2,F1_T,F1,MCC_T,MCC
3.97,0.12,37,26.53,37,18.15
3.97,0.13,40,23.81,37,15.09
3.97,0.14,47,23.24,47,14.03
3.97,0.15,49,22.20,49,12.60
3.97,0.16,50,22.24,50,12.59
3.97,0.17,54,22.40,54,12.79
3.97,0.18,58,21.59,47,12.08
3.97,0.19,49,20.73,49,11.79
3.98,0.00,0,0.00,0,0.00
3.98,0.01,2,22.44,2,14.32
3.98,0.02,0,24.18,4,16.65
3.98,0.03,4,26.17,3,17.70
3.98,0.04,5,27.47,5,19.50
3.98,0.05,8,29.99,7,22.57
3.98,0.06,11,30.60,11,23.84
3.98,0.07,16,28.67,15,20.77
3.98,0.08,21,28.40,18,20.90
3.98,0.09,24,28.97,24,21.25
3.98,0.10,27,28.81,27,21.70
3.98,0.11,33,27.85,33,19.86
3.98,0.12,37,26.50,37,18.12
3.98,0.13,40,23.79,37,15.07
3.98,0.14,47,23.24,47,14.03
3.98,0.15,49,22.20,49,12.60
3.98,0.16,50,22.22,50,12.56
3.98,0.17,54,22.40,54,12.79
3.98,0.18,58,21.76,47,12.08
3.98,0.19,49,20.72,49,11.77
3.99,0.00,0,0.00,0,0.00
3.99,0.01,2,22.44,2,14.32
3.99,0.02,0,24.18,4,16.59
3.99,0.03,4,26.13,3,17.67
3.99,0.04,5,27.47,5,19.50
3.99,0.05,8,29.99,7,22.57
3.99,0.06,11,30.74,11,24.03
3.99,0.07,16,28.60,15,20.70
3.99,0.08,21,28.37,18,20.78
3.99,0.09,24,29.15,23,21.54
3.99,0.10,28,28.86,27,21.55
3.99,0.11,33,27.82,33,19.85
3.99,0.12,37,26.54,37,18.19
3.99,0.13,40,23.92,38,15.10
3.99,0.14,47,23.46,47,14.28
3.99,0.15,48,22.25,48,12.60
3.99,0.16,50,22.39,50,12.79
3.99,0.17,54,22.33,54,12.71
3.99,0.18,58,21.71,47,12.08
3.99,0.19,49,20.70,49,11.75
