19799.0797,  2825.5000
   12.4216,  1639.5000
 1578.8438,  1218.0000
  151.1110,   417.0000
25787.2241,  2026.0000
 6763.5173,  3718.5000
 7344.0089,  1802.5000
 5503.0665,  1765.5000
 2706.9360,   799.0000
32720.4967,  1428.5000
17140.5633,  2608.0000
  318.0998,   812.0000
 7331.5200,  3081.5000
27904.4558,  3431.5000
1681935078.8985,   596.0000
11532.1993,   612.0000
  112.1837,    52.0000
34568.8468,   162.0000
15588.3565,  1496.0000
 5278.2436,  1260.5000
33932.0636,   484.5000
 4470.6699,   894.0000
24281.3135,   578.0000
39515.8490,  3159.0000
 6051.6011,  2739.0000
1681948791.3293,  1072.5000
22611.3902,  2934.5000
36432.2738,  2553.5000
  943.0579,  1560.0000
 2272.5343,  2722.5000
25826.6443,  3033.0000
19416.2753,  3373.5000
  408.7172,  2457.0000
33859.8442,  3463.5000
  187.2581,   433.5000
13390.6965,  1393.0000
 3190.7806,  1200.0000
   40.2857,  1504.5000
35851.0121,  1917.0000
58369.5614,  2995.0000
46381.3866,  3010.5000
81156.3143,  1490.0000
42185.0754,  1123.5000
27539.5259,  3262.5000
 5094.2761,  2352.5000
 1967.3090,   925.0000
 6385.0859,  1105.0000
 3299.0010,  1050.0000
 2895.1615,   784.5000
14820.7829,  1400.0000
791706147.9386,  1116.0000
 2417.9970,   897.0000
       inf,   624.0000
       inf,  1136.0000
  334.6071,   448.0000
 5593.8355,  1795.0000
  385.8802,  3484.0000
791692109.8626,  1293.0000
       inf,   945.0000
 4739.2052,   668.5000
  146.2703,   749.0000
  755.1937,   308.0000
       inf,   751.5000
       inf,  1149.0000
 6212.7056,  1107.0000
10374.1870,  2208.0000
22816.3615,  1750.5000
  190.4500,  1279.5000
       inf,  1280.0000
 8104.8292,  1666.5000
  539.7369,  1287.0000
2305843009213693952.0000,  1399.5000
2305843009213693952.0000,  1145.0000
 1039.4832,  1157.0000
 1079.0509,   934.0000
62759.2979,  1770.0000
  570.0278,   770.0000
 1380.0026,   367.0000
 3508.7879,  1016.0000
    2.2422,   852.0000
 1143.1069,   292.5000
    0.1532,   127.5000
    0.0299,   348.5000
    0.0186,   131.0000
 1064.0893,   316.5000
    1.8791,   123.5000
  812.8849,   416.5000
  460.8182,  1427.5000
 2080.4782,   451.00001461338181.2275,  1144.0000
43926.6763,  1728.0000
       inf,  1520.0000
 1480.0594,  1760.0000
 1888.2689,   936.0000
 1997.7604,  1295.0000
1461352564.5758,  1235.0000
28988.2753,  3353.0000
23993.2520,  3822.5000
13952.3959,  1505.0000
1152921504606846976.0000,  1672.0000
 1257.6532,  2690.5000
12432.9117,  2304.5000
48407.4008,  3097.5000
   13.4591,  1680.0000
  214.9676,   486.0000
    6.3355,   469.5000
    8.8464,  1199.5000
 9599.0822,   821.5000
31919.3574,  3403.5000
80167.9097,  2424.0000
   92.5992,  1358.5000
  203.5224,  1985.0000
   83.9558,  1583.0000
 1052.6179,   735.0000
       inf,   665.0000
 6154.4867,   894.5000
20097.8293,  2512.5000
  284.4222,   812.0000
18167.5641,  1442.0000
  529.8709,    77.5000
 1366.8686,   555.0000
30533.6720,   945.0000
10342.5102,  2341.5000
22600.8300,  1487.0000
 1229.4144,   963.5000
  825.2029,  3204.0000
 2348.9703,  2783.0000
 5874.7772,  2709.5000
15889.6257,   880.0000
73466.8862,  1770.5000
15798.3758,  2632.5000
14679.4439,  3352.5000
 6761.0465,   981.0000
 8142.3060,  1754.5000
12876.8513,  1484.0000
 1009.8490,  2170.0000
  711.1487,   995.0000
 9619.4653,  1655.5000
  782.0453,  2322.5000
       inf,  1875.0000
    2.9746,  1158.0000
33088.3715,   657.0000
  442.1349,   975.5000
12729.8834,  2773.5000
12688.9118,  4012.5000
 7276.0522,  1805.5000
 1816.6750,   784.0000
30396.1777,  3069.0000
37713.2842,  3833.0000
  953.0613,  1323.5000
 1152.6293,   677.0000
 1674.5110,  1133.5000
48058.7643,  1130.5000
  946.7091,  1334.5000
    0.0843,   435.0000
    4.9390,    77.5000
 1026.1677,   574.0000
   63.9599,   541.0000
  215.6808,    52.0000
  629.3040,  1164.0000
12529.0754,  2347.5000
 1588.3823,  2077.5000
 2885.1249,   162.0000
35941.9597,  1446.5000
 1452.9893,  1126.0000
 1329.5740,   461.5000
 2777.3778,   623.5000
 2044.2825,   731.0000 4265.8761,  4388.0000
33639.1811,  3657.5000
  927.2010,  2373.5000
36119.5694,  2906.5000
 7934.3799,  2020.5000
14300.8197,  1613.0000
11350.6931,  2444.5000
13376.8753,  1640.0000
13561.1733,  2288.0000
  292.9771,  1680.0000
27411.3047,  1938.5000
10487.0096,  3494.0000
40849.8325,  1069.5000
 3394.2494,  1023.0000
6917529027641081856.0000,  3094.0000
26159.3874,  1230.0000
 3567.9175,  1230.0000
2473317518.9901,  3075.5000
 6463.6375,  4830.0000
20445.2105,  1943.0000
10720.9878,  1117.0000
  321.5058,  1452.0000
10003.7260,   805.0000
 4674.8132,  1010.0000
  441.0430,  1160.0000
 1199.4778,   488.0000
21606.8929,  1390.0000
19378.4453,  1096.5000
 6869.3588,  1960.0000
 1915.4020,  1200.5000
  262.5060,  1413.0000
  428.1715,   789.0000
25332.8553,  1244.0000
22038.8477,  3600.0000
 5720.6279,  1152.0000
11661.5120,   896.0000
 8145.2760,   309.5000
56755.4135,  2695.5000
 8952.1794,  1011.5000
2473310694.2360,  1726.0000
 9771.8891,   880.0000
   18.6841,  1604.0000
       inf,  1111.5000
  105.6532,  2039.5000
       inf,  1592.5000
  115.0984,   440.5000
18760.5272,  1281.0000
 2363.0251,  1343.0000
       inf,  1349.0000
       inf,   598.0000
 3031.4231,   938.0000
  156.0676,   490.0000
   81.7272,   452.5000
 1286.6764,  1572.5000
10249.1011,  1213.0000
 3643.3305,  1084.5000
30051.7308,  2396.5000
33251.8639,  3213.0000
  416.4073,  3305.0000
15825.1759,  1278.0000
17807.5434,  4044.0000
 7254.3344,   401.5000
11873.7098,  1616.0000
 3923.8279,  2732.5000
 3875.6369,   361.0000
  541.6209,  3883.5000
 6040.7618,   369.0000
 3705.7900,   499.5000
  655.6783,   234.0000
   36.2225,   568.0000
   23.0461,   539.5000
  747.3650,   481.5000
15496.6360,  1362.0000
 6993.3662,  1667.0000
 6996.7077,   618.0000
  588.5541,   986.0000
       inf,  1795.0000
       inf,  1490.0000
       inf,   788.5000
       inf,   982.5000
       inf,  1283.0000
  105.5169,   141.0000
 6371.9051,   383.0000
       inf,   896.0000
       inf,   183.0000
    3.0193,    85.5000
    5.3643,    41.5000
   51.5019,    27.000017901.7299,   371.0000
 8873.0625,  3712.5000
 8040.7914,  1588.0000
 2806.9038,  1773.5000
45023.4714,  1683.5000
14617.8549,  1059.5000
 2455.4507,  4371.0000
    6.0039,  1481.0000
 5336.2361,  1393.0000
       inf,  1538.5000
 2048.9192,   528.0000
 5286.2905,  1368.0000
14018.8183,  1410.0000
202493.0726,  2963.5000
19737.2721,  3235.5000
 7019.9319,  2712.0000
21861.7869,  3628.0000
183301.5243,  3271.0000
49238.4496,  1176.0000
 8149.1164,   888.0000
 7183.4512,  2187.0000
 1075.5422,  1225.5000
13175.6790,   860.0000
19063.8950,  1280.0000
20431.7160,  1103.5000
34127.6250,  2080.0000
19190.9323,  1120.0000
 8048.8960,   878.5000
 8796.3659,  2562.0000
  177.3397,  1260.0000
 2974.4676,  1008.0000
65786.8663,  2376.0000
67803.4718,  3258.0000
    2.9912,  3260.0000
15667.0587,  3864.0000
15981.4060,  1062.0000
       inf,  1109.0000
2594073385365405696.0000,   787.0000
 7058.4562,  1224.0000
       inf,   991.0000
       inf,  1731.5000
       inf,  1407.5000
       inf,  1971.0000
  224.8316,  1247.0000
 7283.0659,  1029.5000
  406.6157,   614.0000
 8959.5356,  2354.5000
  380.1606,  7357.0000
    0.2907,   648.0000
  237.1098,   412.0000
26971.1020,  1737.0000
   76.8427,   480.0000
 8201.0340,   485.0000
12849.4296,  1485.5000
 6058.0298,   398.5000
 3905.5174,  3212.0000
 3239.1992,   447.0000
       inf,  2408.0000
20744.1719,  1300.5000
 5623.5970,   966.5000
 3511.8869,  1265.5000
 1539.5275,   886.5000
50017.5006,  2851.5000
 1128.5493,   167.0000
 9850.9486,   613.0000
  106.4167,   482.0000
 2747.4833,  1182.0000
 7125.4223,   580.5000
    4.3958,   250.5000
   52.2515,   625.0000
  465.1099,   566.0000
897425090.9516,  1062.0000
 1545.8425,   878.0000
13206.1292,  1457.0000
897410247.0859,  1231.5000
 6478.4418,  1557.5000
   89.3251,   195.0000
 4066.7635,   639.0000
  101.7696,    36.5000
 1212.5293,   287.5000
  140.8792,   236.0000
 1022.2339,   161.5000
   12.4479,    49.5000  139.1622,  2384.0000
2419619898.5555,  2971.5000
  451.5702,  3112.5000
       inf,  1088.0000
12594.2578,  2401.0000
 3744.5463,   659.0000
16806.0997,  1403.0000
 4696.6874,   553.0000
33945.9266,  2581.0000
2419612772.5483,  1383.0000
41869.7727,  1513.0000
 6175.9340,   482.0000
 1689.8154,  4161.0000
 6468.9954,  2803.5000
  798.4733,   959.5000
 3366.7369,   380.5000
22300.8314,  2632.0000
       inf,  3542.0000
  255.0871,  1593.0000
 4182.7711,  1024.0000
16236.4745,  3417.5000
21233.9671,  4179.0000
 6343.3389,  2280.0000
 8481.9423,   471.0000
  342.9636,  3537.5000
 1443.8664,   162.5000
40361.5740,  1860.0000
 3834.0414,  1271.0000
32702.6482,  1175.0000
12843.4423,   921.5000
8838034552019943424.0000,   992.5000
8838034552019949568.0000,  2977.5000
       inf,  1277.5000
       inf,   969.5000
 6538.7663,   746.5000
 1305.3884,   537.5000
 8010.4902,  1358.5000
  271.0620,  1434.0000
29744.1172,  1334.5000
23530.0950,  1818.5000
  180.2773,   669.0000
  379.8709,   551.0000
   53.3648,   793.0000
 1047.9923,   814.0000
 1179.3293,   340.0000
  174.6204,   651.0000
 3457.0971,  1200.0000
 6670.1800,  1801.0000
21312.8355,  1912.0000
 1153.7615,  1144.0000
14565.8842,  1579.5000
   28.4615,  1124.5000
  216.9247,   640.0000
  172.3209,  1752.0000
   43.2335,  1384.0000
648518346341351424.0000,   608.0000
    9.8098,   481.0000
11376.9241,  1402.5000
       inf,   507.0000
  393.0039,   212.0000
    1.9377,   114.5000
 3656.0014,  1188.0000
 7300.4866,   903.0000
  870.1634,   912.0000
  222.6232,  1848.0000
10785.4210,  2128.5000
 3807.2464,  1219.5000
 3249.6435,  1145.5000
 7500.0255,  4064.0000
 8905.5715,  1866.0000
1152921504606846976.0000,   535.5000
5629499534213120.0000,  1039.5000
12966.2104,  1394.5000
       inf,   877.5000
       inf,  1550.5000
 1172.9986,   148.0000
   60.9954,   123.0000
 1832.3828,   477.0000
 5185.4553,   414.0000
 5318.2792,  1836.0000
   81.7351,  1252.5000
 1831.3025,  1523.0000
 5092.1105,  1388.000046417.7292,  3321.0000
42347.4975,  1837.5000
39832.2566,  6146.5000
29258.0908,  3485.0000
67794.2764,  2492.0000
25909.8606,  2929.5000
 7369.1253,  2697.0000
13381.0894,  1495.0000
40939.1824,  1607.0000
  387.4879,  1250.0000
 9003.6612,  2801.0000
 1517.8519,  1833.0000
   21.6777,  1959.0000
   69.8226,  1188.0000
10341.2447,  2635.0000
 2943.6967,  1436.0000
11378.1963,  2566.5000
50997.8754,  4087.0000
28368.6315,  6408.5000
18854.5724,  3853.0000
14247.7457,  2790.0000
10785.9413,  3060.0000
19713.0341,  1799.0000
   43.2156,  1960.0000
29461.9601,  1568.0000
 9930.4358,  1631.5000
       inf,  1150.5000
       inf,   615.0000
  722.6711,  2480.0000
   49.2145,  1164.0000
14989.5104,  2044.0000
 4459.7695,  1023.0000
 7116.3390,  1523.5000
 4183.7371,  1331.0000
 3769.9724,   501.5000
  183.3658,   896.5000
 2235.6679,   533.0000
 2194.7449,   706.5000
 1503.5953,  1038.0000
  136.5669,  1364.0000
  121.9429,   971.0000
  954.0172,  1057.5000
   34.3955,   949.5000
 1906.4622,   107.5000
 2399.7389,   924.5000
  234.6369,   235.0000
  399.3136,  1649.0000
       inf,  2544.0000
       inf,  1378.0000
36083.9483,  4288.5000
 6049.8596,  1168.5000
 7028.8298,   273.0000
 6710.2623,   978.0000
 6187.3821,   607.0000
50635.1841,   885.0000
115133.6878,  1970.0000
 1220.5365,   527.0000
  226.4988,   435.0000
14472.3938,  1515.5000
 1223.3702,   472.5000
 2085.1461,  1040.0000
  440.0913,   520.0000
  315.7866,   359.0000
       inf,   348.0000
   72.4228,   237.0000
       inf,   817.5000
13107.7701,  1915.5000
   83.1672,   189.000042305.6869,  3588.0000
11086.9979,  1848.0000
 3634.2459,  1908.5000
 9081.9136,  4028.5000
39064.7849,  2458.0000
32275.6773,  1403.0000
36341.3478,  2821.0000
 4024.1060,  1264.0000
41854.1787,  2159.0000
  161.6418,  4556.0000
22022.8316,  1986.0000
17872.4899,  3036.0000
       inf,  1288.0000
       inf,  1664.0000
 1147.2347,  2013.5000
 5459.2281,   908.5000
 1679.2954,   283.0000
  344.2199,   988.0000
   51.9822,   963.5000
16550.1569,  1113.0000
 1010.0944,  2497.5000
 6960.1908,  1846.0000
  243.5502,   439.5000
15703.5687,  1454.0000
 3041.8657,   973.0000
 1575.4903,  1187.0000
 5387.3466,   894.5000
       inf,  1605.0000
       inf,  1798.5000
13664.8163,  3262.5000
 6096.0719,   164.5000
21586.7682,  2981.0000
 8799.1490,   892.0000
   37.0695,    46.0000
57014.1846,   525.0000
  367.2616,  1037.0000
22748.7495,  3292.5000
 7688.9018,  1845.0000
 1808.1333,  2462.5000
59874.1185,  2352.0000
18949.3791,  1446.0000
 1431.5792,  1346.5000
26214.7593,  3236.0000
 6797.2098,  2460.0000
21099.9881,   342.0000
    3.9604,  3548.0000
 6684.7880,   136.5000
  261.3884,    28.0000
  301.0566,    45.5000
       inf,  1517.5000
36838.7397,  3778.5000
    3.2020,   620.5000
  531.6145,  1179.5000
  984.5937,  1074.0000
 1586.6447,   829.5000
 6842.7646,   646.0000
       inf,   760.0000
 6324.1389,  1053.5000
 5194.6837,   296.0000
 4395.0498,   776.0000
   11.4791,  1024.5000
  297.2907,   634.5000
  766.6168,   303.0000
54043195528445952.0000,   167.5000
  256.7060,   557.5000
  248.6753,   401.5000
   58.2870,   485.0000
15465.5824,  1570.0000
17909.7859,  1158.0000
   10.6889,  1165.0000
   80.3950,  1490.0000
  478.5503,   738.0000
27732.3683,  1750.5000
  999.5734,   449.5000
    5.9501,   524.5000
       inf,    84.5000
    2.9780,  1625.5000
